dictionary,page_id,record_index,line_index,marker,status,start,end,primary_language,language_distribution,source_ranges,normalized_value,value
Iñupiatun Eskimo-English,page_42,21,89,sn,structural,,,meta,,,2,2
Iñupiatun Eskimo-English,page_42,21,90,de,exact,1560,1593,English-Latin,English-Latin:27,1560:1593,to be invaluable; to be priceless,"to be invaluable, to be priceless"
Iñupiatun Eskimo-English,page_42,21,91,sy,exact,1600,1609,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,1600:1609,akisuruaq,akisuruaq
Iñupiatun Eskimo-English,page_42,21,92,va,exact,1620,1628,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:8,1620:1628,anniqñaq,anniqñaq
Iñupiatun Eskimo-English,page_42,22,93,lx,exact,1630,1639,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,1630:1639,anniġñaun,anniġñaun
Iñupiatun Eskimo-English,page_42,22,94,ps,exact,1640,1641,English-Latin,English-Latin:1,1640:1641,n,n
Iñupiatun Eskimo-English,page_42,22,95,de,exact,1643,1660,English-Latin,English-Latin:15,1643:1660,sickness; disease,"sickness, disease"
Iñupiatun Eskimo-English,page_42,22,96,va,exact,1671,1680,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,1671:1680,atniġñaun,atniġñaun
Iñupiatun Eskimo-English,page_42,23,97,lx,exact,1682,1687,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:5,1682:1687,annii,annii
Iñupiatun Eskimo-English,page_42,23,98,ps,exact,1688,1692,English-Latin,English-Latin:4,1688:1692,excl,excl
Iñupiatun Eskimo-English,page_42,23,99,de,exact,1694,1731,English-Latin,English-Latin:32,1694:1731,expression of pain; or disappointment,"expression of pain, or disappointment"
Iñupiatun Eskimo-English,page_42,23,100,sy,compact,1738,1753,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:12,1738:1753,araummaa! ; arii,araummaa! ; arii
Iñupiatun Eskimo-English,page_42,23,101,va,exact,1764,1769,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:5,1764:1769,annaa,annaa
Iñupiatun Eskimo-English,page_42,24,102,lx,exact,1771,1779,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:7,1771:1779,anniḷuk-,anniḷuk-
Iñupiatun Eskimo-English,page_42,24,103,ps,exact,1780,1782,English-Latin,English-Latin:2,1780:1782,vi,vi
Iñupiatun Eskimo-English,page_42,24,104,de,exact,1784,1836,English-Latin,English-Latin:41,1784:1836,to have acute pain; to be aching; to have discomfort,"to have acute pain, to be aching, to have discomfort"
Iñupiatun Eskimo-English,page_42,24,105,cf,exact,1843,1851,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:7,1843:1851,saŋniuq-,saŋniuq-
Iñupiatun Eskimo-English,page_42,24,106,va,exact,1862,1870,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:7,1862:1870,atniḷuk-,atniḷuk-
Iñupiatun Eskimo-English,page_42,25,107,lx,exact,1872,1878,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:5,1872:1878,anniq-,anniq-
Iñupiatun Eskimo-English,page_42,25,108,ps,exact,1879,1881,English-Latin,English-Latin:2,1879:1881,vi,vi
Iñupiatun Eskimo-English,page_42,25,109,de,exact,1883,1890,English-Latin,English-Latin:6,1883:1890,to hurt,to hurt
Iñupiatun Eskimo-English,page_42,25,110,va,exact,1901,1907,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:5,1901:1907,atniq-,atniq-
Iñupiatun Eskimo-English,page_42,26,111,lx,exact,1909,1918,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:8,1909:1918,anniqñaq-,anniqñaq-
Iñupiatun Eskimo-English,page_42,26,112,ps,exact,1919,1921,English-Latin,English-Latin:2,1919:1921,vi,vi
Iñupiatun Eskimo-English,page_42,26,113,de,exact,1923,1956,English-Latin,English-Latin:27,1923:1956,to be invaluable; to be priceless,"to be invaluable, to be priceless"
Iñupiatun Eskimo-English,page_42,26,114,xv,exact,1958,1988,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:28,1958:1988,qitunġatka anniqñaqtut uvamnun,Qitunġatka anniqñaqtut uvamnun
Iñupiatun Eskimo-English,page_42,26,115,xe,exact,1990,2022,English-Latin,English-Latin:27,1990:2022,my children are invaluable to me,My children are invaluable to me
Iñupiatun Eskimo-English,page_42,26,116,sy,exact,2029,2039,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,2029:2039,akisuruaq-,akisuruaq-
Iñupiatun Eskimo-English,page_42,26,117,va,exact,2050,2059,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:8,2050:2059,atniġñaq-,atniġñaq-
Iñupiatun Eskimo-English,page_42,27,118,lx,exact,2061,2072,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:11,2061:2072,anniqsuġiaq,anniqsuġiaq
Iñupiatun Eskimo-English,page_42,27,119,ps,exact,2073,2074,English-Latin,English-Latin:1,2073:2074,n,n
Iñupiatun Eskimo-English,page_42,27,120,de,compact,2076,2101,English-Latin,English-Latin:23,2076:2101,salvation (ongoing process),salvation (ongoing process)
Iñupiatun Eskimo-English,page_42,27,121,sy,exact,2109,2133,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:22,2109:2133,anniqsuił̣iq; annaumałiq,anniqsuił̣iq; annaumałiq
Iñupiatun Eskimo-English,page_42,28,122,lx,exact,2135,2147,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:12,2135:2147,anniqsuił̣iq,anniqsuił̣iq
Iñupiatun Eskimo-English,page_42,28,123,ps,exact,2148,2149,English-Latin,English-Latin:1,2148:2149,n,n
Iñupiatun Eskimo-English,page_42,28,124,de,compact,2151,2179,English-Latin,English-Latin:25,2151:2179,salvation (moment of rescuing),salvation (moment of rescuing)
Iñupiatun Eskimo-English,page_42,28,125,sy,exact,2187,2210,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:21,2187:2210,anniqsuġiaq; annaumałiq,anniqsuġiaq; annaumałiq
Iñupiatun Eskimo-English,page_42,29,126,lx,exact,2212,2221,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:8,2212:2221,anniqsuq-,anniqsuq-
Iñupiatun Eskimo-English,page_42,29,127,ps,exact,2222,2224,English-Latin,English-Latin:2,2222:2224,vt,vt
Iñupiatun Eskimo-English,page_42,29,128,sn,structural,,,meta,,,1,1
Iñupiatun Eskimo-English,page_42,29,129,de,exact,2229,2238,English-Latin,English-Latin:8,2229:2238,to assist,to assist
Iñupiatun Eskimo-English,page_42,29,130,sn,structural,,,meta,,,2,2
Iñupiatun Eskimo-English,page_42,29,131,de,compact,2243,2278,English-Latin,English-Latin:24,2243:2278,to rescue; rescue; to ~ ; save; to ~,"to rescue; rescue, to ~ ; save, to ~"
Iñupiatun Eskimo-English,page_42,29,132,sy,exact,2285,2293,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:7,2285:2293,annauti-,annauti-
Iñupiatun Eskimo-English,page_42,30,133,lx,exact,2295,2305,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:10,2295:2305,anniqsuqti,anniqsuqti
Iñupiatun Eskimo-English,page_42,30,134,ps,exact,2306,2307,English-Latin,English-Latin:1,2306:2307,n,n
Iñupiatun Eskimo-English,page_42,30,135,de,exact,2309,2324,English-Latin,English-Latin:13,2309:2324,rescuer; savior,"rescuer, savior"
Iñupiatun Eskimo-English,page_42,30,136,cf,exact,2331,2343,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:12,2331:2343,patchisaiqsi,patchisaiqsi
Iñupiatun Eskimo-English,page_42,31,137,lx,exact,2345,2371,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:25,2345:2371,anniqsuqti akiqsruutaurauq,anniqsuqti akiqsruutaurauq
Iñupiatun Eskimo-English,page_42,31,138,ps,exact,2372,2373,English-Latin,English-Latin:1,2372:2373,n,n
Iñupiatun Eskimo-English,page_42,31,139,de,exact,2375,2390,English-Latin,English-Latin:13,2375:2390,messiah; christ,"Messiah, Christ"
Iñupiatun Eskimo-English,page_42,31,140,lt,exact,2396,2430,English-Latin,English-Latin:27,2396:2430,'the savior who had been promised','the savior who had been promised'
Iñupiatun Eskimo-English,page_42,31,141,sy,exact,2437,2447,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:10,2437:2447,anniqsuqti,anniqsuqti
Iñupiatun Eskimo-English,page_42,32,142,lx,exact,2449,2459,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,2449:2459,anniqsraq-,anniqsraq-
Iñupiatun Eskimo-English,page_42,32,143,ps,exact,2460,2462,English-Latin,English-Latin:2,2460:2462,vi,vi
Iñupiatun Eskimo-English,page_42,32,144,de,exact,2464,2517,English-Latin,English-Latin:41,2464:2517,to be selfish; to be unwilling to share; to be stingy,"to be selfish, to be unwilling to share, to be stingy"
Iñupiatun Eskimo-English,page_42,32,145,sy,exact,2524,2550,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:19,2524:2550,iġḷiktu-; miġvigi-; siqña-,iġḷiktu-; miġvigi-; siqña-
Iñupiatun Eskimo-English,page_42,33,146,lx,exact,2552,2559,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:6,2552:2559,annisi-,annisi-
Iñupiatun Eskimo-English,page_42,33,147,ps,exact,2560,2562,English-Latin,English-Latin:2,2560:2562,vt,vt
Iñupiatun Eskimo-English,page_42,33,148,de,exact,2564,2622,English-Latin,English-Latin:48,2564:2622,to take someone or something out; to accompany someone out,"to take someone or something out, to accompany someone out"
Iñupiatun Eskimo-English,page_42,33,149,va,exact,2633,2641,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:7,2633:2641,annitri-,annitri-
Iñupiatun Eskimo-English,page_42,34,150,lx,exact,2643,2652,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,2643:2652,annitchiq,annitchiq
Iñupiatun Eskimo-English,page_42,34,151,ps,exact,2653,2654,English-Latin,English-Latin:1,2653:2654,n,n
Iñupiatun Eskimo-English,page_42,34,152,de,exact,2656,2669,English-Latin,English-Latin:11,2656:2669,penalty; fine,"penalty, fine"
Iñupiatun Eskimo-English,page_42,35,153,lx,exact,2671,2680,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,2671:2680,anniumman,anniumman
Iñupiatun Eskimo-English,page_42,35,154,ps,exact,2681,2682,English-Latin,English-Latin:1,2681:2682,n,n
Iñupiatun Eskimo-English,page_42,35,155,de,exact,2684,2691,English-Latin,English-Latin:7,2684:2691,empathy,empathy
Iñupiatun Eskimo-English,page_42,35,156,va,exact,2702,2711,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,2702:2711,atniumman,atniumman
Iñupiatun Eskimo-English,page_42,36,157,lx,exact,2713,2724,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:10,2713:2724,anniutchiq-,anniutchiq-
Iñupiatun Eskimo-English,page_42,36,158,ps,exact,2725,2727,English-Latin,English-Latin:2,2725:2727,vi,vi
Iñupiatun Eskimo-English,page_42,36,159,de,exact,2729,2756,English-Latin,English-Latin:24,2729:2756,to experience enduring pain,to experience enduring pain
Iñupiatun Eskimo-English,page_42,36,160,sy,exact,2763,2777,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:13,2763:2777,kakivruutchiq-,kakivruutchiq-
Iñupiatun Eskimo-English,page_42,36,161,va,exact,2788,2799,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:10,2788:2799,atniutchiq-,atniutchiq-
Iñupiatun Eskimo-English,page_42,37,162,lx,exact,2801,2812,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:11,2801:2812,anniutkutaq,anniutkutaq
Iñupiatun Eskimo-English,page_42,37,163,ps,exact,2813,2814,English-Latin,English-Latin:1,2813:2814,n,n
Iñupiatun Eskimo-English,page_42,37,164,sn,structural,,,meta,,,1,1
Iñupiatun Eskimo-English,page_42,37,165,de,compact,2819,2851,English-Latin,English-Latin:28,2819:2851,protection pad (to prevent injury),protection pad (to prevent injury)
Iñupiatun Eskimo-English,page_42,37,166,va,exact,2863,2874,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:11,2863:2874,atniutkutaq,atniutkutaq
Iñupiatun Eskimo-English,page_42,37,167,sn,structural,,,meta,,,2,2
Iñupiatun Eskimo-English,page_42,37,168,de,compact,2879,2902,English-Latin,English-Latin:20,2879:2902,fender (alongside a ship),fender (alongside a ship)
Iñupiatun Eskimo-English,page_42,37,169,va,exact,2914,2927,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:13,2914:2927,atniyaitkutaq,atniyaitkutaq
Iñupiatun Eskimo-English,page_42,38,170,lx,exact,2929,2938,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,2929:2938,anniuttaq,anniuttaq
Iñupiatun Eskimo-English,page_42,38,171,ps,exact,2939,2940,English-Latin,English-Latin:1,2939:2940,n,n
Iñupiatun Eskimo-English,page_42,38,172,de,exact,2942,2971,English-Latin,English-Latin:25,2942:2971,chronic pain; persistent pain,"chronic pain, persistent pain"
Iñupiatun Eskimo-English,page_42,38,173,va,exact,2982,2991,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,2982:2991,atniuttaq,atniuttaq
Iñupiatun Eskimo-English,page_42,39,174,lx,exact,2993,3004,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:11,2993:3004,anniuyumman,anniuyumman
Iñupiatun Eskimo-English,page_42,39,175,ps,exact,3005,3006,English-Latin,English-Latin:1,3005:3006,n,n
Iñupiatun Eskimo-English,page_42,39,176,de,exact,3008,3014,English-Latin,English-Latin:6,3008:3014,insult,insult
Iñupiatun Eskimo-English,page_42,39,177,va,exact,3025,3036,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:11,3025:3036,atniuyumman,atniuyumman
Iñupiatun Eskimo-English,page_42,40,178,lx,exact,3038,3049,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:10,3038:3049,annivaktaq-,annivaktaq-
Iñupiatun Eskimo-English,page_42,40,179,ps,exact,3050,3052,English-Latin,English-Latin:2,3050:3052,vi,vi
Iñupiatun Eskimo-English,page_42,40,180,de,exact,3054,3093,English-Latin,English-Latin:32,3054:3093,to have acute pain; to experience colic,to have acute pain; to experience colic
Iñupiatun Eskimo-English,page_42,40,181,cf,exact,3100,3108,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:7,3100:3108,saŋniuq-,saŋniuq-
Iñupiatun Eskimo-English,page_42,40,182,va,exact,3119,3130,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:10,3119:3130,atnivaktaq-,atnivaktaq-
Iñupiatun Eskimo-English,page_42,41,183,lx,exact,3132,3139,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:7,3132:3139,annivik,annivik
Iñupiatun Eskimo-English,page_42,41,184,ps,exact,3140,3141,English-Latin,English-Latin:1,3140:3141,n,n
Iñupiatun Eskimo-English,page_42,41,185,de,exact,3143,3157,English-Latin,English-Latin:12,3143:3157,place of birth,place of birth
Iñupiatun Eskimo-English,page_42,42,186,lx,exact,3159,3172,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:13,3159:3172,anniviḷił̣iaq,anniviḷił̣iaq
Iñupiatun Eskimo-English,page_42,42,187,ps,exact,3173,3174,English-Latin,English-Latin:1,3173:3174,n,n
Iñupiatun Eskimo-English,page_42,42,188,de,exact,3176,3184,English-Latin,English-Latin:8,3176:3184,birthday,birthday
Iñupiatun Eskimo-English,page_42,42,189,cf,exact,3191,3202,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:11,3191:3202,aniḷġatałiq,aniḷġatałiq
Iñupiatun Eskimo-English,page_42,43,190,lx,exact,3204,3214,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,3204:3214,anniviḷit-,anniviḷit-
Iñupiatun Eskimo-English,page_42,43,191,ps,exact,3215,3217,English-Latin,English-Latin:2,3215:3217,vi,vi
Iñupiatun Eskimo-English,page_42,43,192,de,exact,3219,3262,English-Latin,English-Latin:35,3219:3262,to celebrate a birthday; to have a birthday,"to celebrate a birthday, to have a birthday"
Iñupiatun Eskimo-English,page_42,44,193,lx,exact,3264,3271,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:6,3264:3271,anniya-,anniya-
Iñupiatun Eskimo-English,page_42,44,194,ps,exact,3272,3274,English-Latin,English-Latin:2,3272:3274,vi,vi
Iñupiatun Eskimo-English,page_42,44,195,de,exact,3276,3327,English-Latin,English-Latin:39,3276:3327,to be tender to touch; to be sore; to injure easily,"to be tender to touch, to be sore; to injure easily"
Iñupiatun Eskimo-English,page_42,44,196,va,exact,3338,3345,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:6,3338:3345,atniya-,atniya-
Iñupiatun Eskimo-English,page_42,45,197,lx,exact,3347,3353,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:5,3347:3353,annut-,annut-
Iñupiatun Eskimo-English,page_42,45,198,ue,exact,3354,3355,English-Latin,English-Latin:1,3354:3355,c,C
Iñupiatun Eskimo-English,page_42,45,199,ps,exact,3357,3359,English-Latin,English-Latin:2,3357:3359,vi,vi
Iñupiatun Eskimo-English,page_42,45,200,de,exact,3361,3378,English-Latin,English-Latin:13,3361:3378,to frown; to pout,"to frown, to pout"
Iñupiatun Eskimo-English,page_42,46,201,lx,exact,3380,3385,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:5,3380:3385,anŋik,anŋik
Iñupiatun Eskimo-English,page_42,46,202,ps,exact,3386,3387,English-Latin,English-Latin:1,3386:3387,n,n
Iñupiatun Eskimo-English,page_42,46,203,de,exact,3389,3407,English-Latin,English-Latin:15,3389:3407,patch on boot sole,patch on boot sole
Iñupiatun Eskimo-English,page_42,47,204,lx,exact,3409,3415,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:5,3409:3415,anŋik-,anŋik-
Iñupiatun Eskimo-English,page_42,47,205,ps,exact,3416,3418,English-Latin,English-Latin:2,3416:3418,vt,vt
Iñupiatun Eskimo-English,page_42,47,206,de,exact,3420,3440,English-Latin,English-Latin:16,3420:3440,to patch a boot sole,to patch a boot sole
Iñupiatun Eskimo-English,page_42,48,207,lx,exact,3442,3450,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:8,3442:3450,anŋiqpak,anŋiqpak
Iñupiatun Eskimo-English,page_42,48,208,ps,exact,3451,3452,English-Latin,English-Latin:1,3451:3452,n,n
Iñupiatun Eskimo-English,page_42,48,209,de,exact,3454,3472,English-Latin,English-Latin:16,3454:3472,modern style boots,modern style boots
Iñupiatun Eskimo-English,page_42,49,210,lx,exact,3474,3479,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:5,3474:3479,anŋun,anŋun
Iñupiatun Eskimo-English,page_42,49,211,ue,exact,3480,3481,English-Latin,English-Latin:1,3480:3481,c,C
Iñupiatun Eskimo-English,page_42,49,212,ps,exact,3483,3484,English-Latin,English-Latin:1,3483:3484,n,n
Iñupiatun Eskimo-English,page_42,49,213,sn,structural,,,meta,,,1,1
Iñupiatun Eskimo-English,page_42,49,214,de,compact,3489,3512,English-Latin,English-Latin:20,3489:3512,pitch (for caulking boat),pitch (for caulking boat)
Iñupiatun Eskimo-English,page_42,49,215,sn,structural,,,meta,,,2,2
Iñupiatun Eskimo-English,page_42,49,216,de,exact,3518,3532,English-Latin,English-Latin:12,3518:3532,fuel for stove,fuel for stove
Iñupiatun Eskimo-English,page_42,50,217,lx,exact,3534,3537,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:3,3534:3537,anu,anu
Iñupiatun Eskimo-English,page_42,50,218,ps,exact,3538,3539,English-Latin,English-Latin:1,3538:3539,n,n
Iñupiatun Eskimo-English,page_42,50,219,sn,structural,,,meta,,,1,1
Iñupiatun Eskimo-English,page_42,50,220,de,exact,3544,3551,English-Latin,English-Latin:7,3544:3551,harness,harness
Iñupiatun Eskimo-English,page_42,50,221,sn,structural,,,meta,,,2,2
Iñupiatun Eskimo-English,page_42,50,222,de,exact,3556,3570,English-Latin,English-Latin:13,3556:3570,mitten strings,mitten strings
Iñupiatun Eskimo-English,page_42,50,223,sy,exact,3577,3586,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,3577:3586,agluuttaq,agluuttaq
Iñupiatun Eskimo-English,page_42,50,224,sn,structural,,,meta,,,3,3
Iñupiatun Eskimo-English,page_42,50,225,de,exact,3591,3600,English-Latin,English-Latin:8,3591:3600,arm-sling,arm-sling
Iñupiatun Eskimo-English,page_42,50,226,cf,exact,3607,3617,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:10,3607:3617,aaqsuuttaq,aaqsuuttaq
Iñupiatun Eskimo-English,page_42,51,227,lx,exact,3619,3623,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:3,3619:3623,anu-,anu-
Iñupiatun Eskimo-English,page_42,51,228,ps,exact,3624,3626,English-Latin,English-Latin:2,3624:3626,vt,vt
Iñupiatun Eskimo-English,page_42,51,229,de,exact,3628,3657,English-Latin,English-Latin:23,3628:3657,to harness; to put harness on,"to harness, to put harness on"
Iñupiatun Eskimo-English,page_42,51,230,cf,exact,3664,3672,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:7,3664:3672,anuulaq-,anuulaq-
Iñupiatun Eskimo-English,page_42,52,231,lx,exact,3674,3682,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:7,3674:3682,anuġaiq-,anuġaiq-
Iñupiatun Eskimo-English,page_42,52,232,ps,exact,3683,3685,English-Latin,English-Latin:2,3683:3685,vi,vi
Iñupiatun Eskimo-English,page_42,52,233,de,compact,3687,3707,English-Latin,English-Latin:16,3687:3707,to calm down (of wind),to calm down (of wind)
Iñupiatun Eskimo-English,page_42,53,234,lx,exact,3710,3715,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:5,3710:3715,anuġi,anuġi
Iñupiatun Eskimo-English,page_42,53,235,ps,exact,3716,3717,English-Latin,English-Latin:1,3716:3717,n,n
Iñupiatun Eskimo-English,page_42,53,236,de,exact,3719,3723,English-Latin,English-Latin:4,3719:3723,wind,wind
Iñupiatun Eskimo-English,page_42,53,237,cf,exact,3730,3738,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:7,3730:3738,anuqłiq-,anuqłiq-
Iñupiatun Eskimo-English,page_42,54,238,lx,exact,3740,3749,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,3740:3749,anuġiqłuk,anuġiqłuk
Iñupiatun Eskimo-English,page_42,54,239,ps,exact,3750,3751,English-Latin,English-Latin:1,3750:3751,n,n
Iñupiatun Eskimo-English,page_42,54,240,de,exact,3753,3777,English-Latin,English-Latin:19,3753:3777,strong wind; storm; gale,"strong wind, storm, gale"
Iñupiatun Eskimo-English,page_42,54,241,sy,exact,3784,3789,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:5,3784:3789,aŋniq,aŋniq
Iñupiatun Eskimo-English,page_42,55,242,lx,exact,3791,3800,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:9,3791:3800,anuġisiun,anuġisiun
Iñupiatun Eskimo-English,page_42,55,243,ps,exact,3801,3802,English-Latin,English-Latin:1,3801:3802,n,n
Iñupiatun Eskimo-English,page_42,55,244,sn,structural,,,meta,,,1,1
Iñupiatun Eskimo-English,page_42,55,245,de,exact,3807,3816,English-Latin,English-Latin:8,3807:3816,wind vane,wind vane
Iñupiatun Eskimo-English,page_42,55,246,sn,structural,,,meta,,,2,2
Iñupiatun Eskimo-English,page_42,55,247,de,exact,3821,3830,English-Latin,English-Latin:9,3821:3830,barometer,barometer
Iñupiatun Eskimo-English,page_42,56,248,lx,exact,3832,3840,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:8,3832:3840,anuksraq,anuksraq
Iñupiatun Eskimo-English,page_42,56,249,ps,exact,3841,3842,English-Latin,English-Latin:1,3841:3842,n,n
Iñupiatun Eskimo-English,page_42,56,250,de,exact,3844,3859,English-Latin,English-Latin:14,3844:3859,harness webbing,harness webbing
Iñupiatun Eskimo-English,page_42,57,251,lx,exact,3861,3877,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:15,3861:3877,anuqłiġuutipkaq-,anuqłiġuutipkaq-
Iñupiatun Eskimo-English,page_42,57,252,ps,exact,3878,3880,English-Latin,English-Latin:2,3878:3880,vi,vi
Iñupiatun Eskimo-English,page_42,57,253,de,exact,3882,3905,English-Latin,English-Latin:18,3882:3905,to be caught in a storm,to be caught in a storm
Iñupiatun Eskimo-English,page_42,57,254,va,exact,3916,3930,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:13,3916:3930,aŋniġuutipkaq-,aŋniġuutipkaq-
Iñupiatun Eskimo-English,page_42,58,255,lx,exact,3932,3940,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:7,3932:3940,anuqłiq-,anuqłiq-
Iñupiatun Eskimo-English,page_42,58,256,ps,exact,3941,3943,English-Latin,English-Latin:2,3941:3943,vi,vi
Iñupiatun Eskimo-English,page_42,58,257,de,exact,3945,3971,English-Latin,English-Latin:20,3945:3971,to be windy; to be blowing,"to be windy, to be blowing"
Iñupiatun Eskimo-English,page_42,58,258,cf,exact,3978,3983,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:5,3978:3983,anuġi,anuġi
Iñupiatun Eskimo-English,page_42,59,259,lx,exact,3985,3999,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:14,3985:3999,anuqsraaġuraaq,anuqsraaġuraaq
Iñupiatun Eskimo-English,page_42,59,260,ps,exact,4000,4001,English-Latin,English-Latin:1,4000:4001,n,n
Iñupiatun Eskimo-English,page_42,59,261,de,exact,4003,4015,English-Latin,English-Latin:11,4003:4015,light breeze,light breeze
Iñupiatun Eskimo-English,page_42,59,262,sy,exact,4022,4030,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:8,4022:4030,aqłanaaq,aqłanaaq
Iñupiatun Eskimo-English,page_42,59,263,va,exact,4041,4049,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:8,4041:4049,anuqłaaq,anuqłaaq
Iñupiatun Eskimo-English,page_42,60,264,lx,exact,4051,4062,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:11,4051:4062,anuqsralaaq,anuqsralaaq
Iñupiatun Eskimo-English,page_42,60,265,ps,exact,4063,4064,English-Latin,English-Latin:1,4063:4064,n,n
Iñupiatun Eskimo-English,page_42,60,266,de,exact,4066,4072,English-Latin,English-Latin:6,4066:4072,breeze,breeze
Iñupiatun Eskimo-English,page_42,60,267,sy,exact,4079,4087,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:8,4079:4087,aqłanaaq,aqłanaaq
Iñupiatun Eskimo-English,page_42,60,268,va,exact,4098,4122,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:22,4098:4122,anuġraaq; anuqsraaġuraaq,anuġraaq; anuqsraaġuraaq
Iñupiatun Eskimo-English,page_42,61,269,lx,exact,4124,4132,Iñupiatun Eskimo-Latin,Iñupiatun Eskimo-Latin:7,4124:4132,anuqsru-,anuqsru-
